sif	count	sd_os	mean_os	sd_TMB	mean_TMB	OSs	elseOSs	TMBs	elseTMBs
CDKN2A controls-state-change-of E2F3	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
MYB controls-expression-of SF3B1	2	4.5	9.5	0.9849999999999999	3.935	[5.0, 14.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[2.95, 4.92]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]
FGF19 controls-state-change-of FGF4	9	6.612744896162893	6.222222222222222	1.2604036194610906	3.3322222222222226	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[5.0, 14.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]	[2.95, 4.92]
CEBPA controls-expression-of AFF2	1	0.0	4.0	0.0	0.98	[4.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 12.0, 14.0, 20.0]	[0.98]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 3.35, 4.92, 3.94]
FGF19 controls-state-change-of FGF3	9	6.612744896162893	6.222222222222222	1.2604036194610906	3.3322222222222226	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[5.0, 14.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]	[2.95, 4.92]
NTRK1 controls-state-change-of AKT1	4	7.54983443527075	9.0	0.5389109388386917	3.465	[2.0, 2.0, 12.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0]	[2.63, 3.94, 3.35, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 4.92]
FOXA1 controls-expression-of CCND1	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
TP53 controls-expression-of CDKN2A	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
BRAF controls-expression-of TG	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
AKT2 controls-state-change-of MDM2	6	7.26674311886388	8.833333333333334	1.5900838552311218	3.3800000000000003	[13.0, 2.0, 0.0, 4.0, 14.0, 20.0]	[5.0, 2.0, 2.0, 1.0, 12.0]	[2.23, 2.63, 5.58, 0.98, 4.92, 3.94]	[2.95, 2.95, 3.94, 4.39, 3.35]
SMAD2 controls-expression-of CDH1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
MAP3K13 controls-state-change-of AKT2	1	0.0	0.0	0.0	5.58	[0.0]	[13.0, 2.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[5.58]	[2.23, 2.63, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
BRCA1 controls-expression-of ATR	6	6.649979114420001	7.666666666666667	1.0234812596666774	2.7783333333333338	[13.0, 2.0, 5.0, 2.0, 4.0, 20.0]	[0.0, 2.0, 1.0, 12.0, 14.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.94]	[5.58, 2.95, 4.39, 3.35, 4.92]
FGF4 controls-state-change-of CD79B	2	9.0	11.0	0.4949999999999999	3.4450000000000003	[2.0, 20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[2.95, 3.94]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
NBN controls-state-change-of BRCA1	5	4.069397989875161	5.2	0.9659937887999074	2.5460000000000003	[13.0, 2.0, 5.0, 2.0, 4.0]	[0.0, 2.0, 1.0, 12.0, 14.0, 20.0]	[2.23, 2.63, 2.95, 3.94, 0.98]	[5.58, 2.95, 4.39, 3.35, 4.92, 3.94]
PIK3R1 controls-state-change-of PAK1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
TP53 controls-expression-of CDKN1B	8	6.613197033205649	7.625	1.2097701227919295	3.2475	[13.0, 2.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[0.0, 2.0, 12.0]	[2.23, 2.63, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]	[5.58, 2.95, 3.35]
SRC controls-state-change-of PPP2CB	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
AXL controls-state-change-of AKT2	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
FGF3 controls-state-change-of CD79B	2	9.0	11.0	0.4949999999999999	3.4450000000000003	[2.0, 20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[2.95, 3.94]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
TP53 controls-expression-of MDM2	6	7.26674311886388	8.833333333333334	1.5900838552311218	3.3800000000000003	[13.0, 2.0, 0.0, 4.0, 14.0, 20.0]	[5.0, 2.0, 2.0, 1.0, 12.0]	[2.23, 2.63, 5.58, 0.98, 4.92, 3.94]	[2.95, 2.95, 3.94, 4.39, 3.35]
JAK1 controls-expression-of BCL2L1	7	4.952838806674205	7.428571428571429	1.1652835338601994	3.0	[13.0, 2.0, 5.0, 2.0, 4.0, 12.0, 14.0]	[0.0, 2.0, 1.0, 20.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.35, 4.92]	[5.58, 2.95, 4.39, 3.94]
AKT2 controls-state-change-of CDKN1B	8	6.613197033205649	7.625	1.2097701227919295	3.2475	[13.0, 2.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[0.0, 2.0, 12.0]	[2.23, 2.63, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]	[5.58, 2.95, 3.35]
ERCC2 controls-expression-of ATR	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
GATA3 controls-expression-of FOXA1	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
TP53 controls-state-change-of CDKN1B	8	6.613197033205649	7.625	1.2097701227919295	3.2475	[13.0, 2.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[0.0, 2.0, 12.0]	[2.23, 2.63, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]	[5.58, 2.95, 3.35]
VEGFA controls-state-change-of FGF4	4	7.54983443527075	9.0	0.5389109388386917	3.465	[2.0, 2.0, 12.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0]	[2.63, 3.94, 3.35, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 4.92]
VEGFA controls-state-change-of FGF3	4	7.54983443527075	9.0	0.5389109388386917	3.465	[2.0, 2.0, 12.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0]	[2.63, 3.94, 3.35, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 4.92]
MAP3K1 controls-state-change-of AKT1	6	5.4594464513864	6.166666666666667	1.602096716459056	3.508333333333334	[13.0, 0.0, 5.0, 1.0, 4.0, 14.0]	[2.0, 2.0, 2.0, 12.0, 20.0]	[2.23, 5.58, 2.95, 4.39, 0.98, 4.92]	[2.63, 2.95, 3.94, 3.35, 3.94]
FGF3 controls-state-change-of AKT2	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
FGF3 controls-state-change-of AKT1	4	5.123475382979799	4.5	1.796781845411401	3.295	[13.0, 0.0, 1.0, 4.0]	[2.0, 5.0, 2.0, 2.0, 12.0, 14.0, 20.0]	[2.23, 5.58, 4.39, 0.98]	[2.63, 2.95, 2.95, 3.94, 3.35, 4.92, 3.94]
VEGFA controls-state-change-of FGFR2	5	7.042726744663604	10.0	0.7556877662103576	3.7560000000000002	[2.0, 2.0, 12.0, 14.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0]	[2.63, 3.94, 3.35, 4.92, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98]
PIK3CA controls-expression-of CDKN1B	8	6.613197033205649	7.625	1.2097701227919295	3.2475	[13.0, 2.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[0.0, 2.0, 12.0]	[2.23, 2.63, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]	[5.58, 2.95, 3.35]
PIK3CA controls-expression-of VEGFA	3	4.0276819911981905	7.333333333333333	0.8138932498935117	2.0533333333333332	[13.0, 5.0, 4.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 14.0, 20.0]	[2.23, 2.95, 0.98]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 4.92, 3.94]
VEGFA controls-state-change-of FGF19	4	7.54983443527075	9.0	0.5389109388386917	3.465	[2.0, 2.0, 12.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0]	[2.63, 3.94, 3.35, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 4.92]
MYC controls-expression-of MTAP	1	0.0	2.0	0.0	2.63	[2.0]	[13.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.63]	[2.23, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
AKT1 controls-expression-of TERT	4	7.46240577829965	7.25	0.5860247435049137	3.3649999999999998	[2.0, 5.0, 2.0, 20.0]	[13.0, 0.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[2.63, 2.95, 3.94, 3.94]	[2.23, 5.58, 2.95, 4.39, 0.98, 3.35, 4.92]
ERBB2 controls-state-change-of CD79B	2	0.5	1.5	0.7199999999999998	3.67	[2.0, 1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[2.95, 4.39]	[2.23, 2.63, 5.58, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
PDGFRA controls-state-change-of FGFR2	8	6.224949798994366	9.0	1.1334874282496477	3.1175	[13.0, 2.0, 5.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 2.0, 1.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95, 4.39]
GATA3 controls-expression-of CCND1	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
CCND1 controls-state-change-of RUNX1	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
PDGFRA controls-state-change-of FGF19	6	6.693695209341067	8.833333333333334	1.0452870419171951	2.845	[13.0, 2.0, 2.0, 4.0, 12.0, 20.0]	[0.0, 5.0, 2.0, 1.0, 14.0]	[2.23, 2.63, 3.94, 0.98, 3.35, 3.94]	[5.58, 2.95, 2.95, 4.39, 4.92]
FOXA1 controls-expression-of CDH1	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
ALK controls-state-change-of AKT1	3	4.714045207910317	5.333333333333333	0.5356823270890646	3.3066666666666666	[2.0, 2.0, 12.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[2.63, 3.94, 3.35]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 4.92, 3.94]
KDR controls-state-change-of AKT1	4	7.54983443527075	9.0	0.5389109388386917	3.465	[2.0, 2.0, 12.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0]	[2.63, 3.94, 3.35, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 4.92]
AKT1 controls-state-change-of TERT	4	7.46240577829965	7.25	0.5860247435049137	3.3649999999999998	[2.0, 5.0, 2.0, 20.0]	[13.0, 0.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[2.63, 2.95, 3.94, 3.94]	[2.23, 5.58, 2.95, 4.39, 0.98, 3.35, 4.92]
ATR controls-expression-of BRCA1	6	6.649979114420001	7.666666666666667	1.0234812596666774	2.7783333333333338	[13.0, 2.0, 5.0, 2.0, 4.0, 20.0]	[0.0, 2.0, 1.0, 12.0, 14.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.94]	[5.58, 2.95, 4.39, 3.35, 4.92]
PIK3CA controls-expression-of UBR5	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
POLE controls-state-change-of BRIP1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
JAK1 controls-state-change-of AKT1	4	4.527692569068709	9.0	1.4274627841033196	2.77	[13.0, 5.0, 4.0, 14.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 20.0]	[2.23, 2.95, 0.98, 4.92]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 3.94]
PIK3CA controls-expression-of CCND3	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
IGF1R controls-state-change-of STAT5A	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
IGF1R controls-state-change-of STAT5B	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
PIK3CA controls-expression-of CCND1	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
AKT2 controls-state-change-of XIAP	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
RUNX1 controls-expression-of CTNNB1	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
NF1 controls-state-change-of AKT2	2	1.5	3.5	0.16000000000000014	2.79	[2.0, 5.0]	[13.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.63, 2.95]	[2.23, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
STAT5A controls-expression-of RARA	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
PDGFRA controls-state-change-of FGF3	6	6.693695209341067	8.833333333333334	1.0452870419171951	2.845	[13.0, 2.0, 2.0, 4.0, 12.0, 20.0]	[0.0, 5.0, 2.0, 1.0, 14.0]	[2.23, 2.63, 3.94, 0.98, 3.35, 3.94]	[5.58, 2.95, 2.95, 4.39, 4.92]
SRC controls-state-change-of CDH1	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
TP53 controls-expression-of USH2A	2	0.5	4.5	0.9850000000000001	1.965	[5.0, 4.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 14.0, 20.0]	[2.95, 0.98]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 4.92, 3.94]
FGF4 controls-state-change-of FGFR1	2	0.5	0.5	0.5950000000000002	4.984999999999999	[0.0, 1.0]	[13.0, 2.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[5.58, 4.39]	[2.23, 2.63, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
FGF4 controls-state-change-of FGFR2	6	6.693695209341067	8.833333333333334	1.0452870419171951	2.845	[13.0, 2.0, 2.0, 4.0, 12.0, 20.0]	[0.0, 5.0, 2.0, 1.0, 14.0]	[2.23, 2.63, 3.94, 0.98, 3.35, 3.94]	[5.58, 2.95, 2.95, 4.39, 4.92]
BRCA1 controls-expression-of FANCD2	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
PTEN controls-state-change-of AKT2	2	5.0	7.0	0.19999999999999996	3.1500000000000004	[2.0, 12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[2.95, 3.35]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
ERBB2 controls-state-change-of PRKCQ	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
RUNX1 controls-expression-of AKT2	11	6.407640067893126	6.818181818181818	1.2370258921507018	3.441818181818182	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[]
EGFR controls-state-change-of AKT2	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
TP53 controls-expression-of EGFR	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
JAK2 controls-state-change-of PIK3R1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
PAK1 controls-state-change-of AKT2	10	6.28410693734599	6.1	1.2012093905726844	3.2940000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[14.0]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]	[4.92]
PDGFRA controls-state-change-of FGF4	6	6.693695209341067	8.833333333333334	1.0452870419171951	2.845	[13.0, 2.0, 2.0, 4.0, 12.0, 20.0]	[0.0, 5.0, 2.0, 1.0, 14.0]	[2.23, 2.63, 3.94, 0.98, 3.35, 3.94]	[5.58, 2.95, 2.95, 4.39, 4.92]
EGFR controls-state-change-of KRAS	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
CDK6 controls-state-change-of AKT1	4	7.54983443527075	9.0	0.5389109388386917	3.465	[2.0, 2.0, 12.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0]	[2.63, 3.94, 3.35, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 4.92]
AKT1 controls-state-change-of MAP3K1	6	5.4594464513864	6.166666666666667	1.602096716459056	3.508333333333334	[13.0, 0.0, 5.0, 1.0, 4.0, 14.0]	[2.0, 2.0, 2.0, 12.0, 20.0]	[2.23, 5.58, 2.95, 4.39, 0.98, 4.92]	[2.63, 2.95, 3.94, 3.35, 3.94]
RB1 controls-expression-of E2F3	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
ERBB2 controls-expression-of CCND1	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
BRCA1 controls-state-change-of FANCD2	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
TCF3 controls-expression-of PBRM1	1	0.0	14.0	0.0	4.92	[14.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[4.92]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]
GH1 controls-expression-of CDH1	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
KMT2D controls-state-change-of CREBBP	7	6.4554991586828585	9.571428571428571	1.2098574717878203	3.141428571428571	[13.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 5.0, 2.0, 1.0]	[2.23, 2.63, 3.94, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95, 2.95, 4.39]
PRKAR1A controls-state-change-of AKT2	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
CCNE1 controls-state-change-of RB1	7	6.8957247920840965	9.142857142857142	0.8841691591775955	3.628571428571429	[13.0, 2.0, 2.0, 1.0, 12.0, 14.0, 20.0]	[0.0, 5.0, 2.0, 4.0]	[2.23, 2.63, 3.94, 4.39, 3.35, 4.92, 3.94]	[5.58, 2.95, 2.95, 0.98]
CDKN1B controls-state-change-of RB1	8	6.613197033205649	7.625	1.2097701227919295	3.2475	[13.0, 2.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[0.0, 2.0, 12.0]	[2.23, 2.63, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]	[5.58, 2.95, 3.35]
BARD1 controls-state-change-of FANCD2	1	0.0	0.0	0.0	5.58	[0.0]	[13.0, 2.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[5.58]	[2.23, 2.63, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
BRIP1 controls-state-change-of TP53	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
CDKN1B controls-state-change-of E2F3	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
CTNNB1 controls-expression-of CDKN2A	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
